airportID,airportName,City,countryName,IATA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,TZ,Type,Source,iso_code,dafif_code,HH_ISO,region,sub-region,Lang,Currency
1590,Ben Gurion International Airport,Tel-aviv,Israel,TLV,LLBG,32.01139832,34.88669968,135,2,E,Asia/Jerusalem,airport,OurAirports,IL,IS,ISR,Asia,Western Asia,#N/A,ILS
1701,Atatürk International Airport,Istanbul,Turkey,ISL,LTBA,40.976898,28.8146,163,3,E,Europe/Istanbul,airport,OurAirports,TR,TU,TUR,Asia,Western Asia,tr_TR,TRY
4317,Sabiha Gökçen International Airport,Istanbul,Turkey,SAW,LTFJ,40.89860153,29.30920029,312,3,E,Europe/Istanbul,airport,OurAirports,TR,TU,TUR,Asia,Western Asia,tr_TR,TRY
2177,Beirut Rafic Hariri International Airport,Beirut,Lebanon,BEY,OLBA,33.82089996,35.48839951,87,2,E,Asia/Beirut,airport,OurAirports,LB,LE,LBN,Asia,Western Asia,#N/A,LBP
2179,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,AUH,OMAA,24.43300056,54.65110016,88,4,U,Asia/Dubai,airport,OurAirports,AE,AE,ARE,Asia,Western Asia,#N/A,AED
2188,Dubai International Airport,Dubai,United Arab Emirates,DXB,OMDB,25.25279999,55.36439896,62,4,U,Asia/Dubai,airport,OurAirports,AE,AE,ARE,Asia,Western Asia,#N/A,AED
11051,Hamad International Airport,Doha,Qatar,DOH,OTHH,25.273056,51.608056,13,3,N,,airport,OurAirports,QA,QA,QAT,Asia,Western Asia,#N/A,QAR
2276,Taiwan Taoyuan International Airport,Taipei,Taiwan,TPE,RCTP,25.0777,121.233002,106,8,U,Asia/Taipei,airport,OurAirports,TW,TW,TWN,Asia,Eastern Asia,#N/A,TWD
2279,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.76470184,140.3860016,141,9,U,Asia/Tokyo,airport,OurAirports,JP,JA,JPN,Asia,Eastern Asia,#N/A,JPY
2359,Tokyo Haneda International Airport,Tokyo,Japan,HND,RJTT,35.552299,139.779999,35,9,U,Asia/Tokyo,airport,OurAirports,JP,JA,JPN,Asia,Eastern Asia,#N/A,JPY
3930,Incheon International Airport,Seoul,South Korea,ICN,RKSI,37.46910095,126.4509964,23,9,U,Asia/Seoul,airport,OurAirports,KR,KS,KOR,Asia,Eastern Asia,#N/A,KRW
3077,Hong Kong International Airport,Hong Kong,Hong Kong,HKG,VHHH,22.308901,113.915001,28,8,U,Asia/Hong_Kong,airport,OurAirports,HK,HK,HKK,Asia,Eastern Asia,#N/A,#NAME?
3093,Indira Gandhi International Airport,Delhi,India,DEL,VIDP,28.5665,77.103104,777,5.5,N,Asia/Calcutta,airport,OurAirports,IN,BS,IND,Asia,Southern Asia,#N/A,INR
3093,Indira Gandhi International Airport,Delhi,India,DEL,VIDP,28.5665,77.103104,777,5.5,N,Asia/Calcutta,airport,OurAirports,IN,IN,IND,Asia,Southern Asia,#N/A,INR
3131,Kempegowda International Airport,Bangalore,India,BLR,VOBL,13.1979,77.706299,3000,5.5,N,Asia/Calcutta,airport,OurAirports,IN,BS,IND,Asia,Southern Asia,#N/A,INR
3131,Kempegowda International Airport,Bangalore,India,BLR,VOBL,13.1979,77.706299,3000,5.5,N,Asia/Calcutta,airport,OurAirports,IN,IN,IND,Asia,Southern Asia,#N/A,INR
3885,Suvarnabhumi Airport,Bangkok,Thailand,BKK,VTBS,13.68109989,100.7470016,5,7,U,Asia/Bangkok,airport,OurAirports,TH,TH,THA,Asia,South-eastern Asia,#N/A,THB
3316,Singapore Changi Airport,Singapore,Singapore,SIN,WSSS,1.35019,103.994003,22,8,N,Asia/Singapore,airport,OurAirports,SG,SN,SGP,Asia,South-eastern Asia,#N/A,SGD
16,Keflavik International Airport,Keflavik,Iceland,KEF,BIKF,63.98500061,-22.60560036,171,0,N,Atlantic/Reykjavik,airport,OurAirports,IS,IC,ISL,Europe,Northern Europe,#N/A,ISK
302,Brussels Airport,Brussels,Belgium,BRU,EBBR,50.90140152,4.48443985,184,1,E,Europe/Brussels,airport,OurAirports,BE,BE,BEL,Europe,Western Europe,nl_BE,EUR
304,Brussels South Charleroi Airport,Charleroi,Belgium,CRL,EBCI,50.459202,4.45382,614,1,E,Europe/Brussels,airport,OurAirports,BE,BE,BEL,Europe,Western Europe,nl_BE,EUR
337,Berlin-Schönefeld Airport,Berlin,Germany,SXF,EDDB,52.380001,13.5225,157,1,E,Europe/Berlin,airport,OurAirports,DE,GM,DEU,Europe,Western Europe,de_DE,EUR
338,Dresden Airport,Dresden,Germany,DRS,EDDC,51.13280106,13.76720047,755,1,E,Europe/Berlin,airport,OurAirports,DE,GM,DEU,Europe,Western Europe,de_DE,EUR
340,Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,50.033333,8.570556,364,1,E,Europe/Berlin,airport,OurAirports,DE,GM,DEU,Europe,Western Europe,de_DE,EUR
341,Münster Osnabrück Airport,Munster,Germany,FMO,EDDG,52.13460159,7.684830189,160,1,E,Europe/Berlin,airport,OurAirports,DE,GM,DEU,Europe,Western Europe,de_DE,EUR
342,Hamburg Airport,Hamburg,Germany,HAM,EDDH,53.63040161,9.988229752,53,1,E,Europe/Berlin,airport,OurAirports,DE,GM,DEU,Europe,Western Europe,de_DE,EUR
344,Cologne Bonn Airport,Cologne,Germany,CGN,EDDK,50.86589813,7.142739773,302,1,E,Europe/Berlin,airport,OurAirports,DE,GM,DEU,Europe,Western Europe,de_DE,EUR
345,Düsseldorf Airport,Duesseldorf,Germany,DUS,EDDL,51.289501,6.76678,147,1,E,Europe/Berlin,airport,OurAirports,DE,GM,DEU,Europe,Western Europe,de_DE,EUR
346,Munich Airport,Munich,Germany,MUC,EDDM,48.353802,11.7861,1487,1,E,Europe/Berlin,airport,OurAirports,DE,GM,DEU,Europe,Western Europe,de_DE,EUR
347,Nuremberg Airport,Nuernberg,Germany,NUE,EDDN,49.498699,11.078056,1046,1,E,Europe/Berlin,airport,OurAirports,DE,GM,DEU,Europe,Western Europe,de_DE,EUR
348,Leipzig/Halle Airport,Leipzig,Germany,LEJ,EDDP,51.423889,12.236389,465,1,E,Europe/Berlin,airport,OurAirports,DE,GM,DEU,Europe,Western Europe,de_DE,EUR
350,Stuttgart Airport,Stuttgart,Germany,STR,EDDS,48.68989944,9.221960068,1276,1,E,Europe/Berlin,airport,OurAirports,DE,GM,DEU,Europe,Western Europe,de_DE,EUR
352,Hannover Airport,Hannover,Germany,HAJ,EDDV,52.46110153,9.685079575,183,1,E,Europe/Berlin,airport,OurAirports,DE,GM,DEU,Europe,Western Europe,de_DE,EUR
353,Bremen Airport,Bremen,Germany,BRE,EDDW,53.04750061,8.786669731,14,1,E,Europe/Berlin,airport,OurAirports,DE,GM,DEU,Europe,Western Europe,de_DE,EUR
373,Dortmund Airport,Dortmund,Germany,DTM,EDLW,51.5182991,7.612239838,425,1,E,Europe/Berlin,airport,OurAirports,DE,GM,DEU,Europe,Western Europe,de_DE,EUR
382,Friedrichshafen Airport,Friedrichshafen,Germany,FDH,EDNY,47.67129898,9.511489868,1367,1,E,Europe/Berlin,airport,OurAirports,DE,GM,DEU,Europe,Western Europe,de_DE,EUR
415,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,TLL,EETN,59.41329956,24.83279991,131,2,E,Europe/Tallinn,airport,OurAirports,EE,EN,EST,Europe,Northern Europe,#N/A,EUR
421,Helsinki Vantaa Airport,Helsinki,Finland,HEL,EFHK,60.31719971,24.9633007,179,2,E,Europe/Helsinki,airport,OurAirports,FI,FI,FIN,Europe,Northern Europe,fi_FI,EUR
439,Kuopio Airport,Kuopio,Finland,KUO,EFKU,63.00709915,27.79780006,323,2,E,Europe/Helsinki,airport,OurAirports,FI,FI,FIN,Europe,Northern Europe,fi_FI,EUR
446,Oulu Airport,Oulu,Finland,OUL,EFOU,64.93009949,25.35460091,47,2,E,Europe/Helsinki,airport,OurAirports,FI,FI,FIN,Europe,Northern Europe,fi_FI,EUR
465,Belfast International Airport,Belfast,United Kingdom,BFS,EGAA,54.65750122,-6.215829849,268,0,E,Europe/London,airport,OurAirports,GB,UK,GBR,Europe,Northern Europe,en_GB,GBP
467,George Best Belfast City Airport,Belfast,United Kingdom,BHD,EGAC,54.61809921,-5.872499943,15,0,E,Europe/London,airport,OurAirports,GB,UK,GBR,Europe,Northern Europe,en_GB,GBP
469,Birmingham International Airport,Birmingham,United Kingdom,BHX,EGBB,52.45389938,-1.748029947,327,0,E,Europe/London,airport,OurAirports,GB,UK,GBR,Europe,Northern Europe,en_GB,GBP
478,Manchester Airport,Manchester,United Kingdom,MAN,EGCC,53.35369873,-2.274950027,257,0,E,Europe/London,airport,OurAirports,GB,UK,GBR,Europe,Northern Europe,en_GB,GBP
490,Bristol Airport,Bristol,United Kingdom,BRS,EGGD,51.382702,-2.71909,622,0,E,Europe/London,airport,OurAirports,GB,UK,GBR,Europe,Northern Europe,en_GB,GBP
491,Liverpool John Lennon Airport,Liverpool,United Kingdom,LPL,EGGP,53.33359909,-2.849720001,80,0,E,Europe/London,airport,OurAirports,GB,UK,GBR,Europe,Northern Europe,en_GB,GBP
492,London Luton Airport,London,United Kingdom,LTN,EGGW,51.87469864,-0.368333012,526,0,E,Europe/London,airport,OurAirports,GB,UK,GBR,Europe,Northern Europe,en_GB,GBP
495,Southampton Airport,Southampton,United Kingdom,SOU,EGHI,50.95029831,-1.35679996,44,0,E,Europe/London,airport,OurAirports,GB,UK,GBR,Europe,Northern Europe,en_GB,GBP
497,Alderney Airport,Alderney,Guernsey,ACI,EGJA,49.706104,-2.21472,290,0,E,Europe/Guernsey,airport,OurAirports,GG,GK,GGY,Europe,Northern Europe,#N/A,GBP
498,Guernsey Airport,Guernsey,Guernsey,GCI,EGJB,49.43500137,-2.601969957,336,0,E,Europe/Guernsey,airport,OurAirports,GG,GK,GGY,Europe,Northern Europe,#N/A,GBP
499,Jersey Airport,Jersey,Jersey,JER,EGJJ,49.207901,-2.195509911,277,0,E,Europe/Jersey,airport,OurAirports,JE,JE,JEY,Europe,Northern Europe,#N/A,GBP
502,London Gatwick Airport,London,United Kingdom,LGW,EGKK,51.148102,-0.190278,202,0,E,Europe/London,airport,OurAirports,GB,UK,GBR,Europe,Northern Europe,en_GB,GBP
503,London City Airport,London,United Kingdom,LCY,EGLC,51.505299,0.055278,19,0,E,Europe/London,airport,OurAirports,GB,UK,GBR,Europe,Northern Europe,en_GB,GBP
507,London Heathrow Airport,London,United Kingdom,LHR,EGLL,51.4706,-0.461941,83,0,E,Europe/London,airport,OurAirports,GB,UK,GBR,Europe,Northern Europe,en_GB,GBP
517,Leeds Bradford Airport,Leeds,United Kingdom,LBA,EGNM,53.86589813,-1.660570025,681,0,E,Europe/London,airport,OurAirports,GB,UK,GBR,Europe,Northern Europe,en_GB,GBP
520,Isle of Man Airport,Isle Of Man,Isle of Man,IOM,EGNS,54.08330154,-4.623889923,52,0,E,Europe/Isle_of_Man,airport,OurAirports,IM,IM,IMN,Europe,Northern Europe,#N/A,GBP
521,Newcastle Airport,Newcastle,United Kingdom,NCL,EGNT,55.03749847,-1.691669941,266,0,E,Europe/London,airport,OurAirports,GB,UK,GBR,Europe,Northern Europe,en_GB,GBP
523,East Midlands Airport,East Midlands,United Kingdom,EMA,EGNX,52.83110046,-1.328060031,306,0,E,Europe/London,airport,OurAirports,GB,UK,GBR,Europe,Northern Europe,en_GB,GBP
532,Aberdeen Dyce Airport,Aberdeen,United Kingdom,ABZ,EGPD,57.20190048,-2.197779894,215,0,E,Europe/London,airport,OurAirports,GB,UK,GBR,Europe,Northern Europe,en_GB,GBP
534,Glasgow International Airport,Glasgow,United Kingdom,GLA,EGPF,55.87189865,-4.433060169,26,0,E,Europe/London,airport,OurAirports,GB,UK,GBR,Europe,Northern Europe,en_GB,GBP
535,Edinburgh Airport,Edinburgh,United Kingdom,EDI,EGPH,55.95000076,-3.372499943,135,0,E,Europe/London,airport,OurAirports,GB,UK,GBR,Europe,Northern Europe,en_GB,GBP
548,London Stansted Airport,London,United Kingdom,STN,EGSS,51.88499832,0.234999999,348,0,E,Europe/London,airport,OurAirports,GB,UK,GBR,Europe,Northern Europe,en_GB,GBP
580,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11,1,E,Europe/Amsterdam,airport,OurAirports,NL,NL,NLD,Europe,Western Europe,nl_NL,EUR
585,Eindhoven Airport,Eindhoven,Netherlands,EIN,EHEH,51.45009995,5.374529839,74,1,E,Europe/Amsterdam,airport,OurAirports,NL,NL,NLD,Europe,Western Europe,nl_NL,EUR
591,Rotterdam The Hague Airport,Rotterdam,Netherlands,RTM,EHRD,51.956902,4.43722,-15,1,E,Europe/Amsterdam,airport,OurAirports,NL,NL,NLD,Europe,Western Europe,nl_NL,EUR
599,Dublin Airport,Dublin,Ireland,DUB,EIDW,53.421299,-6.27007,242,0,E,Europe/Dublin,airport,OurAirports,IE,EI,IRL,Europe,Northern Europe,ga_IE,EUR
600,Ireland West Knock Airport,Connaught,Ireland,NOC,EIKN,53.91030121,-8.818490028,665,0,E,Europe/Dublin,airport,OurAirports,IE,EI,IRL,Europe,Northern Europe,ga_IE,EUR
603,Shannon Airport,Shannon,Ireland,SNN,EINN,52.702,-8.92482,46,0,E,Europe/Dublin,airport,OurAirports,IE,EI,IRL,Europe,Northern Europe,ga_IE,EUR
607,Aarhus Airport,Aarhus,Denmark,AAR,EKAH,56.29999924,10.61900043,82,1,E,Europe/Copenhagen,airport,OurAirports,DK,DA,DNK,Europe,Northern Europe,dk_DK,DKK
608,Billund Airport,Billund,Denmark,BLL,EKBI,55.74029922,9.151780128,247,1,E,Europe/Copenhagen,airport,OurAirports,DK,DA,DNK,Europe,Northern Europe,dk_DK,DKK
609,Copenhagen Kastrup Airport,Copenhagen,Denmark,CPH,EKCH,55.61790085,12.65600014,17,1,E,Europe/Copenhagen,airport,OurAirports,DK,DA,DNK,Europe,Northern Europe,dk_DK,DKK
618,Bornholm Airport,Ronne,Denmark,RNN,EKRN,55.06330109,14.75959969,52,1,E,Europe/Copenhagen,airport,OurAirports,DK,DA,DNK,Europe,Northern Europe,dk_DK,DKK
628,Aalborg Airport,Aalborg,Denmark,AAL,EKYT,57.09275891,9.849243164,10,1,E,Europe/Copenhagen,airport,OurAirports,DK,DA,DNK,Europe,Northern Europe,dk_DK,DKK
629,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,LUX,ELLX,49.6233333,6.2044444,1234,1,E,Europe/Luxembourg,airport,OurAirports,LU,LU,LUX,Europe,Western Europe,lb_LU,EUR
635,Bodø Airport,Bodo,Norway,BOO,ENBO,67.26920319,14.36530018,42,1,E,Europe/Oslo,airport,OurAirports,NO,NO,NOR,Europe,Northern Europe,no_NO,NOK
636,Bergen Airport Flesland,Bergen,Norway,BGO,ENBR,60.29339981,5.218140125,170,1,E,Europe/Oslo,airport,OurAirports,NO,NO,NOR,Europe,Northern Europe,no_NO,NOK
638,Kristiansand Airport,Kristiansand,Norway,KRS,ENCN,58.204201,8.08537,57,1,E,Europe/Oslo,airport,OurAirports,NO,NO,NOR,Europe,Northern Europe,no_NO,NOK
643,Florø Airport,Floro,Norway,FRO,ENFL,61.58359909,5.024720192,37,1,E,Europe/Oslo,airport,OurAirports,NO,NO,NOR,Europe,Northern Europe,no_NO,NOK
644,Oslo Lufthavn,Oslo,Norway,OSL,ENGM,60.121,11.0502,681,1,E,Europe/Oslo,airport,OurAirports,NO,NO,NOR,Europe,Northern Europe,no_NO,NOK
645,Haugesund Airport,Haugesund,Norway,HAU,ENHD,59.34529877,5.208360195,86,1,E,Europe/Oslo,airport,OurAirports,NO,NO,NOR,Europe,Northern Europe,no_NO,NOK
664,"Sandefjord Airport, Torp",Sandefjord,Norway,TRF,ENTO,59.18669891,10.25860024,286,1,E,Europe/Oslo,airport,OurAirports,NO,NO,NOR,Europe,Northern Europe,no_NO,NOK
666,Stavanger Airport Sola,Stavanger,Norway,SVG,ENZV,58.87670135,5.63778019,29,1,E,Europe/Oslo,airport,OurAirports,NO,NO,NOR,Europe,Northern Europe,no_NO,NOK
668,Gdańsk Lech Wałęsa Airport,Gdansk,Poland,GDN,EPGD,54.37760162,18.46619987,489,1,E,Europe/Warsaw,airport,OurAirports,PL,PL,POL,Europe,Eastern Europe,pl_PL,PLN
669,Kraków John Paul II International Airport,Krakow,Poland,KRK,EPKK,50.077702,19.7848,791,1,E,Europe/Warsaw,airport,OurAirports,PL,PL,POL,Europe,Eastern Europe,pl_PL,PLN
671,Katowice International Airport,Katowice,Poland,KTW,EPKT,50.4743,19.08,995,1,E,Europe/Warsaw,airport,OurAirports,PL,PL,POL,Europe,Eastern Europe,pl_PL,PLN
8414,Modlin Airport,Warsaw,Poland,WMI,EPMO,52.451099,20.6518,341,1,E,Europe/Warsaw,airport,OurAirports,PL,PL,POL,Europe,Eastern Europe,pl_PL,PLN
674,Poznań-Ławica Airport,Poznan,Poland,POZ,EPPO,52.42100143,16.82629967,308,1,E,Europe/Warsaw,airport,OurAirports,PL,PL,POL,Europe,Eastern Europe,pl_PL,PLN
675,Rzeszów-Jasionka Airport,Rzeszow,Poland,RZE,EPRZ,50.11000061,22.0189991,675,1,E,Europe/Warsaw,airport,OurAirports,PL,PL,POL,Europe,Eastern Europe,pl_PL,PLN
679,Warsaw Chopin Airport,Warsaw,Poland,WAW,EPWA,52.16569901,20.96710014,362,1,E,Europe/Warsaw,airport,OurAirports,PL,PL,POL,Europe,Eastern Europe,pl_PL,PLN
680,Copernicus Wrocław Airport,Wroclaw,Poland,WRO,EPWR,51.10269928,16.88579941,404,1,E,Europe/Warsaw,airport,OurAirports,PL,PL,POL,Europe,Eastern Europe,pl_PL,PLN
687,Gothenburg-Landvetter Airport,Gothenborg,Sweden,GOT,ESGG,57.66279984,12.27980042,506,1,E,Europe/Stockholm,airport,OurAirports,SE,SW,SWE,Europe,Northern Europe,sv_SE,SEK
699,Stockholm Skavsta Airport,Stockholm,Sweden,NYO,ESKN,58.78860092,16.91220093,140,1,E,Europe/Stockholm,airport,OurAirports,SE,SW,SWE,Europe,Northern Europe,sv_SE,SEK
708,Malmö Sturup Airport,Malmoe,Sweden,MMX,ESMS,55.53630536,13.37619781,236,1,E,Europe/Stockholm,airport,OurAirports,SE,SW,SWE,Europe,Northern Europe,sv_SE,SEK
5593,Åre Östersund Airport,Östersund,Sweden,OSD,ESNZ,63.19440079,14.50030041,1233,1,E,Europe/Stockholm,airport,OurAirports,SE,SW,SWE,Europe,Northern Europe,sv_SE,SEK
737,Stockholm-Arlanda Airport,Stockholm,Sweden,ARN,ESSA,59.65190125,17.91860008,137,1,E,Europe/Stockholm,airport,OurAirports,SE,SW,SWE,Europe,Northern Europe,sv_SE,SEK
5597,Ängelholm-Helsingborg Airport,Ängelholm,Sweden,AGH,ESTA,56.29610062,12.84710026,68,1,E,Europe/Stockholm,airport,OurAirports,SE,SW,SWE,Europe,Northern Europe,sv_SE,SEK
3953,Riga International Airport,Riga,Latvia,RIX,EVRA,56.92359924,23.97109985,36,2,E,Europe/Riga,airport,OurAirports,LV,LG,LVA,Europe,Northern Europe,#N/A,EUR
3956,Kaunas International Airport,Kaunas,Lithuania,KUN,EYKA,54.96390152,24.08480072,256,2,E,Europe/Vilnius,airport,OurAirports,LT,LH,LTU,Europe,Northern Europe,#N/A,EUR
3959,Vilnius International Airport,Vilnius,Lithuania,VNO,EYVI,54.634102,25.285801,648,2,E,Europe/Vilnius,airport,OurAirports,LT,LH,LTU,Europe,Northern Europe,#N/A,EUR
1194,Sofia Airport,Sofia,Bulgaria,SOF,LBSF,42.69669342,23.41143608,1742,2,E,Europe/Sofia,airport,OurAirports,BG,BU,BGR,Europe,Eastern Europe,#N/A,BGN
1208,Zagreb Airport,Zagreb,Croatia,ZAG,LDZA,45.74290085,16.06879997,353,1,E,Europe/Zagreb,airport,OurAirports,HR,HR,HRV,Europe,Southern Europe,hr_HR,HRK
1212,Alicante International Airport,Alicante,Spain,ALC,LEAL,38.28219986,-0.558156013,142,1,E,Europe/Madrid,airport,OurAirports,ES,SP,ESP,Europe,Southern Europe,es_ES,EUR
1214,Asturias Airport,Aviles,Spain,OVD,LEAS,43.56359863,-6.034619808,416,1,E,Europe/Madrid,airport,OurAirports,ES,SP,ESP,Europe,Southern Europe,es_ES,EUR
1218,Barcelona International Airport,Barcelona,Spain,BCN,LEBL,41.2971,2.07846,12,1,E,Europe/Madrid,airport,OurAirports,ES,SP,ESP,Europe,Southern Europe,es_ES,EUR
1225,Ibiza Airport,Ibiza,Spain,IBZ,LEIB,38.8728981,1.37311995,24,1,E,Europe/Madrid,airport,OurAirports,ES,SP,ESP,Europe,Southern Europe,es_ES,EUR
1229,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,LEMD,40.471926,-3.56264,1998,1,E,Europe/Madrid,airport,OurAirports,ES,SP,ESP,Europe,Southern Europe,es_ES,EUR
1230,Málaga Airport,Malaga,Spain,AGP,LEMG,36.67490005,-4.499110222,53,1,E,Europe/Madrid,airport,OurAirports,ES,SP,ESP,Europe,Southern Europe,es_ES,EUR
1231,Menorca Airport,Menorca,Spain,MAH,LEMH,39.86259842,4.218649864,302,1,E,Europe/Madrid,airport,OurAirports,ES,SP,ESP,Europe,Southern Europe,es_ES,EUR
3998,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,LEPA,39.55170059,2.738810062,27,1,E,Europe/Madrid,airport,OurAirports,ES,SP,ESP,Europe,Southern Europe,es_ES,EUR
